ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
176	"Fbxo6"	"Fbxo6"	chr4	-	148151087	148151925	148151613	148151925	148149378	148149666
177	"Fbxo6"	"Fbxo6"	chr4	-	148151087	148151925	148151829	148151925	148149378	148149666
178	"Ccdc159"	"Ccdc159"	chr9	+	21927470	21927742	21927470	21927728	21929092	21929226
179	"Zfp41"	"Zfp41"	chr15	+	75616683	75617028	75616683	75616820	75618043	75619691
180	"Gpr68"	"Gpr68"	chr12	-	100887680	100888072	100887983	100888072	100876681	100879412
181	"Hmgn3"	"Hmgn3"	chr9	-	83110992	83111106	83111033	83111106	83109941	83110429
182	"Mtss1"	"Mtss1"	chr15	-	58945316	58945524	58945361	58945524	58941233	58944130
183	"Aire"	"Aire"	chr10	-	78039930	78040079	78039942	78040079	78039661	78039742
184	"Moap1"	"Moap1"	chr12	-	102743498	102743661	102743542	102743661	102739829	102743394
185	"Yipf2"	"Yipf2"	chr9	-	21592527	21592831	21592726	21592831	21592060	21592218
186	"Yipf2"	"Yipf2"	chr9	-	21592726	21592831	21592736	21592831	21592527	21592588
187	"2810442I21Rik"	"2810442I21Rik"	chr11	-	16951002	16951282	16951019	16951282	16950881	16950930
188	"Dach2"	"Dach2"	chrX	+	113814842	113815021	113814842	113814991	113815116	113815264
189	"Ptger4"	"Ptger4"	chr15	-	5243619	5244187	5243682	5244187	5242260	5243195
190	"Pex5"	"Pex5"	chr6	-	124414972	124415067	124415009	124415067	124414286	124414450
191	"Map4"	"Map4"	chr9	+	110079780	110079896	110079780	110079893	110081420	110081610
192	"Ildr1"	"Ildr1"	chr16	+	36721882	36722679	36721882	36722638	36725516	36726804
193	"Zfp691"	"Zfp691"	chr4	-	119173045	119173856	119173662	119173856	119169517	119171042
194	"Itgal"	"Itgal"	chr7	+	127317276	127317366	127317276	127317363	127321894	127321948
195	"Gm2042"	"Gm2042"	chr12	+	87606790	87607366	87606790	87606938	87608000	87608850
196	"Gm2042"	"Gm2042"	chr12	+	87958624	87959200	87958624	87958772	87959831	87960682
197	"Slc6a8"	"Slc6a8"	chrX	+	73679918	73680056	73679918	73680047	73680131	73680234
198	"Slc6a8"	"Slc6a8"	chrX	+	73679918	73680071	73679918	73680047	73680131	73680234
199	"Slc6a8"	"Slc6a8"	chrX	+	73679918	73680071	73679918	73680056	73680131	73680234
200	"Sirpa"	"Sirpa"	chr2	+	129627945	129627997	129627945	129627985	129629926	129632228
201	"Anxa8"	"Anxa8"	chr14	+	34094397	34094491	34094397	34094413	34094722	34094818
202	"Dnajb2"	"Dnajb2"	chr1	+	75236422	75236589	75236422	75236537	75236851	75236948
203	"Ociad1"	"Ociad1"	chr5	+	73306577	73306798	73306577	73306753	73313442	73314077
204	"Traf7"	"Traf7"	chr17	-	24512949	24513084	24512955	24513084	24512168	24512386
205	"Traf7"	"Traf7"	chr17	-	24519113	24519246	24519130	24519246	24518741	24518799
206	"Lzts3"	"Lzts3"	chr2	-	130635772	130636627	130635835	130636627	130632764	130635464
207	"Lzts3"	"Lzts3"	chr2	-	130636942	130637419	130637284	130637419	130635772	130636627
208	"Yes1"	"Yes1"	chr5	+	32611170	32611837	32611170	32611375	32640330	32640603
209	"Canx"	"Canx"	chr11	-	50325492	50325673	50325528	50325673	50311603	50311784
210	"Whrn"	"Whrn"	chr4	-	63435347	63435562	63435359	63435562	63434109	63434146
211	"Tex264"	"Tex264"	chr9	-	106685634	106685952	106685834	106685952	106684928	106684995
212	"Tex264"	"Tex264"	chr9	-	106684928	106684995	106684946	106684995	106673516	106673738
213	"Zfp672"	"Zfp672"	chr11	-	58322568	58322729	58322599	58322729	58319735	58319954
214	"Zfp672"	"Zfp672"	chr11	-	58322568	58322729	58322599	58322729	58319323	58319590
215	"Adarb2"	"Adarb2"	chr13	+	8752572	8752751	8752572	8752746	8757225	8760442
216	"1700029F12Rik"	"1700029F12Rik"	chr13	-	97034181	97034362	97034223	97034362	97030200	97030422
217	"Rpl38"	"Rpl38"	chr11	+	114668542	114668626	114668542	114668609	114668780	114668814
218	"Sra1"	"Sra1"	chr18	-	36670003	36670311	36670247	36670311	36668651	36668848
219	"Casp8ap2"	"Casp8ap2"	chr4	+	32615472	32615739	32615472	32615492	32624083	32624166
220	"Itgb4"	"Itgb4"	chr11	+	115997949	115998154	115997949	115998145	115999797	115999955
221	"Anp32e"	"Anp32e"	chr3	+	95937881	95938039	95937881	95938003	95944306	95944361
222	"Mgat4a"	"Mgat4a"	chr1	-	37498572	37498740	37498599	37498740	37495872	37496013
223	"Wrn"	"Wrn"	chr8	-	33385341	33385527	33385451	33385527	33353294	33353399
224	"Trim24"	"Trim24"	chr6	+	37945520	37945789	37945520	37945687	37949221	37949398
225	"Lclat1"	"Lclat1"	chr17	+	73107984	73108156	73107984	73108145	73161822	73161991
226	"Lclat1"	"Lclat1"	chr17	+	73107984	73108177	73107984	73108156	73161822	73161991
227	"Lclat1"	"Lclat1"	chr17	+	73107984	73108177	73107984	73108145	73161822	73161991
228	"Usp43"	"Usp43"	chr11	-	67879795	67880144	67879810	67880144	67876372	67876531
229	"Srsf5"	"Srsf5"	chr12	+	80945503	80945672	80945503	80945668	80946575	80946720
230	"Srsf5"	"Srsf5"	chr12	+	80945503	80945798	80945503	80945668	80946575	80946720
231	"Srsf5"	"Srsf5"	chr12	+	80945503	80945798	80945503	80945672	80946575	80946720
232	"Gpr19"	"Gpr19"	chr6	-	134896857	134897213	134897161	134897213	134887629	134887785
233	"Gpr19"	"Gpr19"	chr6	-	134897731	134897825	134897761	134897825	134897161	134897213
234	"Ampd2"	"Ampd2"	chr3	-	108075497	108075704	108075530	108075704	108075248	108075359
235	"BC018242"	"BC018242"	chr9	+	21946945	21947068	21946945	21947052	21947380	21947432
236	"Gp49a"	"Gp49a"	chr10	+	51480611	51480758	51480611	51480753	51480905	51480941
237	"Mthfsd"	"Mthfsd"	chr8	-	121108193	121108379	121108287	121108379	121106869	121106973
238	"Ddah2"	"Ddah2"	chr17	+	35061475	35061625	35061475	35061599	35061790	35062099
239	"Cacna1c"	"Cacna1c"	chr6	-	118630224	118630431	118630398	118630431	118627441	118627570
240	"Cacna1c"	"Cacna1c"	chr6	-	118637729	118637813	118637735	118637813	118630398	118630431
241	"Ptbp3"	"Ptbp3"	chr4	-	59524394	59524476	59524403	59524476	59517585	59517755
242	"Atp13a4"	"Atp13a4"	chr16	-	29455366	29455524	29455423	29455524	29454691	29454880
243	"Rbm4"	"Rbm4"	chr19	-	4793815	4794009	4793826	4794009	4792397	4792820
244	"Proser2"	"Proser2"	chr2	-	6129895	6130185	6130041	6130185	6113892	6114113
245	"Cwc22"	"Cwc22"	chr2	-	77903795	77904034	77903813	77904034	77895652	77896578
246	"2210408F21Rik"	"2210408F21Rik"	chr6	+	31328288	31328389	31328288	31328360	31335990	31336062
247	"Rhbdd3"	"Rhbdd3"	chr11	+	5105180	5105347	5105180	5105313	5105432	5105717
248	"Tead2"	"Tead2"	chr7	+	45215752	45215874	45215752	45215832	45217212	45217450
249	"Tead2"	"Tead2"	chr7	+	45217212	45217450	45217212	45217345	45218080	45218145
250	"Odf2"	"Odf2"	chr2	+	29893443	29893569	29893443	29893512	29901076	29901247
251	"Steap2"	"Steap2"	chr5	-	5693602	5694089	5693957	5694089	5683291	5683417
252	"Zfp27"	"Zfp27"	chr7	-	29903899	29904059	29903904	29904059	29900237	29900338
253	"Ezh2"	"Ezh2"	chr6	-	47551716	47551895	47551731	47551895	47547344	47547436
254	"Ezh2"	"Ezh2"	chr6	-	47576535	47576664	47576562	47576664	47558177	47558294
255	"Agbl3"	"Agbl3"	chr6	+	34798193	34798332	34798193	34798321	34799132	34799909
256	"Ptgr2"	"Ptgr2"	chr12	+	84285295	84285533	84285295	84285476	84292283	84292368
257	"Fgfr3"	"Fgfr3"	chr5	+	33721723	33721954	33721723	33721928	33722305	33722511
258	"Arfrp1"	"Arfrp1"	chr2	-	181365212	181365404	181365218	181365404	181364604	181364711
259	"Trmt61a"	"Trmt61a"	chr12	+	111678104	111678300	111678104	111678161	111678602	111678962
260	"Mapk7"	"Mapk7"	chr11	-	61493596	61493954	61493646	61493954	61492903	61493069
261	"Mapk7"	"Mapk7"	chr11	-	61493505	61494266	61493646	61494266	61492903	61493069
262	"Mapk7"	"Mapk7"	chr11	-	61490607	61491686	61490706	61491686	61489848	61490504
263	"1700001O22Rik"	"1700001O22Rik"	chr2	-	30796108	30796283	30796144	30796283	30795562	30795805
264	"Ttc14"	"Ttc14"	chr3	+	33800182	33800674	33800182	33800436	33800955	33801080
265	"Cep55"	"Cep55"	chr19	+	38057409	38057566	38057409	38057542	38057788	38057983
266	"Sgk2"	"Sgk2"	chr2	+	162987480	162988196	162987480	162987595	162991414	162991660
267	"Fam214b"	"Fam214b"	chr4	-	43039965	43040301	43040273	43040301	43037062	43037206
268	"Nelfe"	"Nelfe"	chr17	+	34850390	34850588	34850390	34850462	34850910	34850993
269	"Nelfe"	"Nelfe"	chr17	+	34850390	34850674	34850390	34850462	34850910	34850993
270	"Nelfe"	"Nelfe"	chr17	+	34850390	34850674	34850390	34850588	34850910	34850993
271	"Klra4"	"Klra4"	chr6	-	130067166	130067271	130067178	130067271	130065190	130065354
272	"Casp3"	"Casp3"	chr8	+	46617290	46617501	46617290	46617496	46629733	46629801
273	"Lrrn3"	"Lrrn3"	chr12	-	41485570	41486057	41485575	41486057	41451667	41454671
274	"Ssb"	"Ssb"	chr2	+	69861561	69861739	69861561	69861712	69863223	69863315
275	"Ebf1"	"Ebf1"	chr11	+	44621166	44621349	44621166	44621230	44621920	44621976
276	"Ebf1"	"Ebf1"	chr11	+	44883813	44883955	44883813	44883931	44907906	44908037
277	"Zc3h7a"	"Zc3h7a"	chr16	-	11145179	11145285	11145241	11145285	11141662	11141771
278	"Spock1"	"Spock1"	chr13	-	57444306	57444423	57444309	57444423	57440320	57440542
279	"Atp2a3"	"Atp2a3"	chr11	+	72989474	72989560	72989474	72989547	72991688	72993043
280	"Nfatc1"	"Nfatc1"	chr18	-	80635401	80636076	80635690	80636076	80606204	80608025
281	"Wnt11"	"Wnt11"	chr7	+	98847173	98847451	98847173	98847287	98850226	98850519
282	"Ndufs1"	"Ndufs1"	chr1	-	63176427	63176822	63176585	63176822	63172153	63172257
283	"Ndufs1"	"Ndufs1"	chr1	-	63176427	63176822	63176585	63176822	63170848	63170914
284	"Irx3"	"Irx3"	chr8	-	91799658	91800798	91799672	91800798	91799410	91799477
285	"Fen1"	"Fen1"	chr19	-	10203687	10203943	10203698	10203943	10199131	10201097
286	"Fen1"	"Fen1"	chr19	-	10203698	10203943	10203803	10203943	10199131	10201097
287	"Fen1"	"Fen1"	chr19	-	10203687	10203943	10203803	10203943	10199131	10201097
288	"Zfp207"	"Zfp207"	chr11	+	80391330	80391401	80391330	80391389	80391834	80391992
