ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
27	"Fxyd1"	"Fxyd1"	chr7	-	31054305	31054434	31054305	31054370	31054764	31054853
28	"Orc3"	"Orc3"	chr4	-	34577952	34578032	34577952	34578029	34579742	34579876
29	"E130008D07Rik"	"E130008D07Rik"	chr17	-	43154256	43154414	43154256	43154402	43156415	43156477
30	"Xirp2"	"Xirp2"	chr2	+	67519219	67519353	67519235	67519353	67507908	67517173
31	"Aamp"	"Aamp"	chr1	-	74283885	74284044	74283885	74284041	74284502	74284738
32	"Fut7"	"Fut7"	chr2	+	25423745	25423968	25423881	25423968	25423241	25423336
33	"Fut7"	"Fut7"	chr2	+	25424572	25424778	25424693	25424778	25423693	25423968
34	"Fut7"	"Fut7"	chr2	+	25424572	25424778	25424755	25424778	25423693	25423968
35	"Fut7"	"Fut7"	chr2	+	25424693	25424778	25424755	25424778	25423693	25423968
36	"Spag7"	"Spag7"	chr11	-	70664987	70665076	70664987	70665046	70665296	70665364
37	"Otud4"	"Otud4"	chr8	+	79661037	79661135	79661040	79661135	79659397	79659462
38	"Stk16"	"Stk16"	chr1	+	75213112	75213228	75213132	75213228	75212885	75213006
39	"Esrp1"	"Esrp1"	chr4	-	11365373	11365484	11365373	11365481	11366907	11366962
40	"Cts3"	"Cts3"	chr13	-	61568694	61568897	61568694	61568822	61570037	61570127
41	"Fyttd1"	"Fyttd1"	chr16	+	32898373	32898470	32898400	32898470	32895084	32895197
42	"Gpr114"	"Gpr114"	chr8	+	94937220	94937342	94937223	94937342	94936359	94936512
43	"Gpr114"	"Gpr114"	chr8	+	94933342	94933429	94933347	94933429	94923693	94923757
44	"Tsc1"	"Tsc1"	chr2	+	28672781	28672903	28672784	28672903	28672392	28672504
45	"Tsc1"	"Tsc1"	chr2	+	28678951	28679118	28678966	28679118	28678161	28678205
46	"Il15ra"	"Il15ra"	chr2	+	11723412	11723610	11723511	11723610	11720012	11720105
47	"Nmb"	"Nmb"	chr7	-	80902226	80902503	80902226	80902498	80904133	80904306
48	"Cabyr"	"Cabyr"	chr18	+	12753860	12754463	12754343	12754463	12750659	12751004
49	"Cabyr"	"Cabyr"	chr18	+	12753860	12754463	12754343	12754463	12750659	12751828
50	"Dgcr2"	"Dgcr2"	chr16	-	17858359	17858579	17858359	17858570	17859403	17859526
51	"Socs1"	"Socs1"	chr16	-	10783808	10785041	10783808	10784921	10785430	10785536
52	"Ccdc77"	"Ccdc77"	chr6	-	120350206	120350444	120350206	120350390	120354000	120354054
53	"Trmt1"	"Trmt1"	chr8	+	84689631	84689908	84689707	84689908	84689246	84689349
54	"Ankle2"	"Ankle2"	chr5	+	110237654	110237851	110237657	110237851	110236272	110236479
55	"Treml1"	"Treml1"	chr17	+	48366619	48367176	48366722	48367176	48365995	48366048
56	"Loxl4"	"Loxl4"	chr19	-	42604131	42604318	42604131	42604315	42604806	42605026
57	"Tmem175"	"Tmem175"	chr5	+	108639471	108639569	108639474	108639569	108638666	108638705
58	"Celf3"	"Celf3"	chr3	+	94487702	94487852	94487786	94487852	94487134	94487284
59	"Celf3"	"Celf3"	chr3	+	94485272	94485401	94485275	94485401	94484816	94484865
60	"Glrb"	"Glrb"	chr3	-	80879625	80879732	80879625	80879728	80911967	80912118
61	"Exosc8"	"Exosc8"	chr3	-	54732111	54732229	54732111	54732217	54732699	54732745
62	"Anks1b"	"Anks1b"	chr10	+	90967005	90972984	90969803	90972984	90966224	90966392
63	"Dtx2"	"Dtx2"	chr5	+	136028498	136028572	136028501	136028572	136021754	136021858
64	"Dtx2"	"Dtx2"	chr5	+	136028498	136028572	136028501	136028572	136026469	136026607
65	"Elavl2"	"Elavl2"	chr4	-	91250766	91253570	91250766	91253567	91260760	91260986
66	"Elavl2"	"Elavl2"	chr4	-	91250766	91253570	91250766	91253567	91254140	91254179
67	"Gprc5b"	"Gprc5b"	chr7	-	118972039	118975203	118972039	118973236	118976512	118976670
68	"Gm4788"	"Gm4788"	chr1	-	139739456	139739642	139739456	139739639	139740414	139740588
69	"Eda"	"Eda"	chrX	+	100395018	100395149	100395027	100395149	100392332	100392384
70	"Scoc"	"Scoc"	chr8	-	83437552	83437636	83437552	83437633	83437984	83438056
71	"Cyp4a31"	"Cyp4a31"	chr4	+	115574889	115574966	115574906	115574966	115574699	115574764
72	"Tle1"	"Tle1"	chr4	-	72157579	72158417	72157579	72158414	72169121	72169196
73	"Bend7"	"Bend7"	chr2	+	4796529	4796583	4796532	4796583	4788455	4788575
74	"Synm"	"Synm"	chr7	-	67730160	67736906	67730160	67733553	67739104	67739175
75	"Pcdh19"	"Pcdh19"	chrX	-	133625268	133625441	133625268	133625438	133632894	133632953
76	"Hnrnpr"	"Hnrnpr"	chr4	+	136314086	136314255	136314089	136314255	136310941	136311089
77	"Rtdr1"	"Rtdr1"	chr10	-	75031113	75031361	75031113	75031358	75032503	75032553
78	"Rtdr1"	"Rtdr1"	chr10	-	75031113	75031361	75031113	75031358	75032523	75032586
79	"Gm8898"	"Gm8898"	chr2	+	176530535	176533821	176532183	176533821	176529321	176529382
80	"Gm8898"	"Gm8898"	chr2	+	175381993	175385279	175383641	175385279	175380779	175380840
81	"Rbmx"	"Rbmx"	chrX	-	57391566	57391701	57391566	57391698	57392851	57393036
82	"Cd84"	"Cd84"	chr1	+	171884584	171884679	171884587	171884679	171873304	171873439
83	"Aff3"	"Aff3"	chr1	-	38252640	38252681	38252640	38252678	38269709	38269761
84	"Pex2"	"Pex2"	chr3	-	5560187	5561764	5560187	5561760	5562668	5562732
85	"Pex2"	"Pex2"	chr3	-	5560187	5561764	5560187	5561760	5563164	5563272
86	"Nucks1"	"Nucks1"	chr1	+	131929612	131929762	131929615	131929762	131928063	131928216
87	"Pkig"	"Pkig"	chr2	+	163725456	163726158	163725459	163726158	163721127	163721301
88	"Map7"	"Map7"	chr10	+	20261834	20261983	20261858	20261983	20257183	20257297
89	"Homer3"	"Homer3"	chr8	+	70291516	70291603	70291525	70291603	70291317	70291428
90	"Gm20362"	"Gm20362"	chr6	+	79034087	79035869	79034101	79035869	79033040	79033273
91	"Tardbp"	"Tardbp"	chr4	-	148612381	148617705	148612381	148617635	148618664	148618791
92	"Hoxd8"	"Hoxd8"	chr2	+	74706513	74707932	74706516	74707932	74705488	74706118
93	"Amelx"	"Amelx"	chrX	-	169181777	169182215	169181777	169182143	169182484	169182529
94	"Tcf3"	"Tcf3"	chr10	-	80415364	80415523	80415364	80415520	80415852	80415926
95	"Tcf3"	"Tcf3"	chr10	-	80410397	80410624	80410397	80410621	80413204	80413337
96	"Tcf3"	"Tcf3"	chr10	-	80418765	80418818	80418765	80418815	80419466	80419599
97	"Lins"	"Lins"	chr7	+	66710158	66710746	66710229	66710746	66709293	66709435
98	"Derl2"	"Derl2"	chr11	-	71018311	71018377	71018311	71018374	71019143	71019303
99	"Gngt2"	"Gngt2"	chr11	+	95845031	95845140	95845050	95845140	95843811	95843895
100	"E2f3"	"E2f3"	chr13	-	29918575	29918795	29918575	29918777	29920113	29920225
101	"Otx2"	"Otx2"	chr14	-	48661298	48661474	48661298	48661450	48662443	48662659
102	"Mid1"	"Mid1"	chrX	+	169985896	169986097	169985935	169986097	169984998	169985142
103	"Wdr33"	"Wdr33"	chr18	+	31841435	31841642	31841439	31841642	31835383	31835481
104	"Xlr"	"Xlr"	chrX	-	53796142	53796268	53796142	53796220	53797631	53797706
105	"Nrg3"	"Nrg3"	chr14	-	38509329	38509356	38509329	38509353	38668217	38668291
106	"Nrg3"	"Nrg3"	chr14	-	38376333	38376507	38376333	38376483	38381623	38381751
107	"Nox4"	"Nox4"	chr7	+	87295783	87295894	87295787	87295894	87247487	87247583
108	"St6galnac6"	"St6galnac6"	chr2	+	32619339	32620809	32619343	32620809	32618496	32618604
109	"Ccdc63"	"Ccdc63"	chr5	-	122129722	122129955	122129722	122129892	122130288	122130405
110	"Ccdc63"	"Ccdc63"	chr5	-	122108051	122108275	122108051	122108247	122109171	122109375
111	"Bag6"	"Bag6"	chr17	+	35142922	35143010	35142925	35143010	35142726	35142839
112	"A230072C01Rik"	"A230072C01Rik"	chrX	+	20985978	20987349	20985989	20987349	20985425	20985465
113	"Baiap2"	"Baiap2"	chr11	+	119996888	119997090	119997008	119997090	119996522	119996747
114	"Dlg1"	"Dlg1"	chr16	+	31838044	31838226	31838049	31838226	31836189	31836304
115	"Dlg1"	"Dlg1"	chr16	+	31846833	31846933	31846836	31846933	31842769	31842839
116	"Ptpn11"	"Ptpn11"	chr5	-	121144529	121144696	121144529	121144684	121149102	121149234
117	"Ank3"	"Ank3"	chr10	+	70001922	70002601	70002510	70002601	69999354	69999498
118	"Mrps36"	"Mrps36"	chr13	-	100739013	100739201	100739013	100739195	100741167	100741231
119	"Spata3"	"Spata3"	chr1	+	86024326	86024501	86024329	86024501	86021941	86022349
120	"Lrrc9"	"Lrrc9"	chr12	+	72463832	72463950	72463835	72463950	72463324	72463501
121	"Plxdc1"	"Plxdc1"	chr11	-	97956422	97956587	97956422	97956566	97978502	97978681
122	"Cnot2"	"Cnot2"	chr10	-	116549032	116549175	116549032	116549105	116581452	116581511
123	"Rad52"	"Rad52"	chr6	+	119922471	119922823	119922474	119922823	119920806	119921028
124	"Rad52"	"Rad52"	chr6	+	119920109	119920190	119920112	119920190	119918925	119919077
125	"Adarb1"	"Adarb1"	chr10	-	77321648	77322630	77321648	77322583	77325865	77325940
126	"Thpo"	"Thpo"	chr16	-	20724453	20726070	20724453	20725885	20726305	20726473
127	"Thpo"	"Thpo"	chr16	-	20724453	20726082	20724453	20726070	20726305	20726473
128	"Thpo"	"Thpo"	chr16	-	20724453	20726082	20724453	20725885	20726305	20726473
129	"Matk"	"Matk"	chr10	+	81259173	81259287	81259176	81259287	81258479	81258539
130	"Lrrc27"	"Lrrc27"	chr7	+	139227919	139228066	139227966	139228066	139226000	139226361
131	"Tcf25"	"Tcf25"	chr8	+	123403146	123404174	123403149	123404174	123400624	123400697
132	"Mgrn1"	"Mgrn1"	chr16	+	4907364	4907486	4907367	4907486	4886099	4886473
133	"Fastkd5"	"Fastkd5"	chr2	-	130613837	130616742	130613837	130616705	130628488	130628635
134	"Aen"	"Aen"	chr7	+	78902229	78902830	78902343	78902830	78895926	78896014
135	"1110017D15Rik"	"1110017D15Rik"	chr4	-	41507093	41507328	41507093	41507269	41507520	41507593
136	"Stat1"	"Stat1"	chr1	+	52147882	52147999	52147900	52147999	52147293	52147377
137	"Itk"	"Itk"	chr11	-	46367830	46367935	46367830	46367932	46389272	46389515
138	"Itk"	"Itk"	chr11	-	46365975	46366075	46365975	46366057	46367830	46367935
139	"Artn"	"Artn"	chr4	-	117929018	117929252	117929018	117929168	117929385	117929763
140	"Mef2c"	"Mef2c"	chr13	+	83662306	83667079	83662402	83667079	83656216	83656352
141	"Mbnl1"	"Mbnl1"	chr3	+	60615619	60615773	60615724	60615773	60613262	60613520
142	"Ubr3"	"Ubr3"	chr2	+	69917076	69917235	69917079	69917235	69914413	69914553
143	"C87198"	"C87198"	chr12	+	56593879	56594007	56593907	56594007	56591810	56591895
144	"C87198"	"C87198"	chr12	+	56591546	56591666	56591560	56591666	56591058	56591166
145	"Micu1"	"Micu1"	chr10	+	59768131	59768252	59768137	59768252	59756705	59756717
146	"Mettl8"	"Mettl8"	chr2	-	70981854	70982195	70981854	70981967	70993483	70993575
147	"Nanog"	"Nanog"	chr6	+	122713141	122714633	122713144	122714633	122712628	122712715
148	"Plekhg2"	"Plekhg2"	chr7	-	28370237	28370497	28370237	28370494	28371114	28371245
149	"Farsb"	"Farsb"	chr1	-	78479956	78480111	78479956	78480013	78482307	78482363
150	"Kansl1l"	"Kansl1l"	chr1	-	66773421	66773619	66773421	66773514	66777966	66778108
151	"Pax3"	"Pax3"	chr1	-	78101266	78103574	78101266	78102835	78121577	78121792
152	"Nr1i3"	"Nr1i3"	chr1	+	171217313	171217430	171217316	171217430	171217075	171217221
153	"Luc7l"	"Luc7l"	chr17	+	26253973	26255125	26255030	26255125	26252909	26253091
154	"Arhgap33"	"Arhgap33"	chr7	-	30534102	30534212	30534102	30534185	30534925	30535060
155	"Nsfl1c"	"Nsfl1c"	chr2	+	151503007	151503179	151503013	151503179	151500714	151500789
156	"Rab18"	"Rab18"	chr18	+	6778476	6778556	6778494	6778556	6770053	6770109
157	"Repin1"	"Repin1"	chr6	+	48596292	48599082	48596295	48599082	48594790	48594976
158	"Repin1"	"Repin1"	chr6	+	48596292	48599082	48596295	48599082	48593882	48594052
159	"Repin1"	"Repin1"	chr6	+	48594790	48594976	48594861	48594976	48593882	48594052
160	"Styxl1"	"Styxl1"	chr5	-	135770255	135770362	135770255	135770359	135778173	135778301
161	"Styxl1"	"Styxl1"	chr5	-	135770255	135770362	135770255	135770359	135778250	135778385
162	"Ffar2"	"Ffar2"	chr7	-	30818356	30820287	30818356	30820114	30820676	30820738
163	"Lin37"	"Lin37"	chr7	-	30557882	30558084	30557882	30557958	30559441	30559646
164	"Zfp473"	"Zfp473"	chr7	-	44737965	44738034	44737965	44738031	44739502	44739635
165	"Pus10"	"Pus10"	chr11	+	23667277	23667414	23667287	23667414	23665673	23665748
166	"Hps3"	"Hps3"	chr3	-	20030313	20030805	20030313	20030409	20035048	20035310
167	"Cep97"	"Cep97"	chr16	-	55924360	55924850	55924360	55924679	55924968	55925070
168	"Fancl"	"Fancl"	chr11	+	26468800	26468882	26468815	26468882	26468671	26468717
169	"6820408C15Rik"	"6820408C15Rik"	chr2	+	152434032	152434148	152434035	152434148	152428924	152429024
170	"Ap5s1"	"Ap5s1"	chr2	+	131212825	131213514	131213169	131213514	131212446	131212736
171	"Sec23b"	"Sec23b"	chr2	+	144559206	144559441	144559217	144559441	144556228	144556342
172	"Sec23b"	"Sec23b"	chr2	+	144559206	144559441	144559217	144559441	144556228	144556324
173	"Ms4a2"	"Ms4a2"	chr19	-	11618853	11619009	11618853	11618898	11619616	11619673
174	"Slc10a3-ubl4"	"Slc10a3-ubl4"	chrX	-	74368415	74368758	74368415	74368722	74370850	74371011
175	"AI837181"	"AI837181"	chr19	+	5425936	5427316	5425950	5427316	5425143	5425308
176	"Iqsec1"	"Iqsec1"	chr6	-	90659597	90662955	90659597	90661025	90664021	90664071
177	"Arhgap4"	"Arhgap4"	chrX	-	73897968	73898046	73897968	73898013	73898131	73898192
178	"Adck5"	"Adck5"	chr15	+	76593430	76593631	76593435	76593631	76593233	76593309
179	"Erc1"	"Erc1"	chr6	-	119824385	119825209	119824385	119824619	119847876	119848150
180	"Itih4"	"Itih4"	chr14	+	30897522	30897573	30897525	30897573	30896557	30896770
181	"Hp1bp3"	"Hp1bp3"	chr4	+	138230363	138230515	138230366	138230515	138229679	138229757
182	"Hp1bp3"	"Hp1bp3"	chr4	+	138223489	138223649	138223528	138223649	138222088	138222188
183	"Fxyd4"	"Fxyd4"	chr6	-	117935853	117935922	117935853	117935919	117936737	117936780
184	"Ebf2"	"Ebf2"	chr14	+	67234825	67235265	67234830	67235265	67233291	67233956
185	"Proc"	"Proc"	chr18	-	32135860	32135951	32135860	32135947	32138128	32138205
186	"Apaf1"	"Apaf1"	chr10	-	91079886	91080131	91079886	91080088	91082182	91082743
187	"Gtf3c5"	"Gtf3c5"	chr2	-	28567607	28567802	28567607	28567784	28568484	28568627
188	"Wbscr28"	"Wbscr28"	chr5	-	134901592	134901981	134901592	134901895	134902576	134903014
189	"Pgap2"	"Pgap2"	chr7	+	102226270	102226445	102226421	102226445	102223027	102223150
190	"Slc17a5"	"Slc17a5"	chr9	-	78577029	78577263	78577029	78577185	78578510	78578707
191	"Camsap3"	"Camsap3"	chr8	+	3602367	3602425	3602370	3602425	3602185	3602279
192	"Eomes"	"Eomes"	chr9	+	118484273	118486132	118484330	118486132	118482232	118482294
193	"D630024D03Rik"	"D630024D03Rik"	chr11	-	31818511	31818647	31818511	31818602	31823331	31823496
194	"Dusp16"	"Dusp16"	chr6	-	134715467	134719051	134715467	134718085	134720493	134720617
195	"Stau1"	"Stau1"	chr2	-	166953207	166953351	166953207	166953345	166954899	166955112
196	"Stau1"	"Stau1"	chr2	-	166954899	166955130	166954899	166955112	166960022	166960121
197	"F10"	"F10"	chr8	+	13037624	13037907	13037814	13037907	13037307	13037547
198	"Aptx"	"Aptx"	chr4	-	40695376	40695423	40695376	40695418	40697216	40697353
199	"Prl8a2"	"Prl8a2"	chr13	+	27348831	27349010	27348834	27349010	27345672	27345764
200	"Rasgrp4"	"Rasgrp4"	chr7	+	29149921	29150056	29149943	29150056	29149798	29149835
201	"Abhd14a"	"Abhd14a"	chr9	-	106440620	106440910	106440620	106440856	106443826	106443942
202	"Rbm8a"	"Rbm8a"	chr3	+	96630476	96630554	96630479	96630554	96630301	96630361
203	"Cib1"	"Cib1"	chr7	-	80228397	80228548	80228397	80228533	80230315	80230424
204	"Prnd"	"Prnd"	chr2	+	131954790	131956131	131954820	131956131	131953008	131953582
205	"Ctdspl2"	"Ctdspl2"	chr2	+	121978891	121979041	121978894	121979041	121977330	121977469
206	"Ctdspl2"	"Ctdspl2"	chr2	+	121977330	121977469	121977334	121977469	121969069	121969279
207	"Dbn1"	"Dbn1"	chr13	-	55474455	55474561	55474455	55474558	55474859	55475536
208	"Cic"	"Cic"	chr7	+	25292413	25292568	25292416	25292568	25292063	25292314
209	"Cic"	"Cic"	chr7	+	25291051	25291342	25291054	25291342	25290798	25290965
210	"Sprr3"	"Sprr3"	chr3	-	92456501	92457689	92456501	92457553	92458686	92458720
211	"Arhgef1"	"Arhgef1"	chr7	+	24916800	24916941	24916803	24916941	24916017	24916053
212	"Aire"	"Aire"	chr10	-	78037872	78037988	78037872	78037985	78039661	78039742
213	"Aire"	"Aire"	chr10	-	78037872	78037988	78037872	78037985	78041499	78041613
214	"Ralgapb"	"Ralgapb"	chr2	+	158450176	158450310	158450188	158450310	158448319	158448449
215	"Crlf2"	"Crlf2"	chr5	-	109555506	109555660	109555506	109555627	109556018	109556181
216	"Cttnbp2nl"	"Cttnbp2nl"	chr3	-	105032652	105032760	105032652	105032752	105038864	105038987
217	"Pacsin3"	"Pacsin3"	chr2	+	91259863	91259927	91259867	91259927	91256812	91256926
218	"2810442I21Rik"	"2810442I21Rik"	chr11	-	16934708	16935926	16934708	16935841	16936454	16936564
219	"Fcer2a"	"Fcer2a"	chr8	-	3690021	3690141	3690021	3690060	3691118	3691221
220	"Gbp7"	"Gbp7"	chr3	+	142534498	142534712	142534516	142534712	142530335	142530439
221	"Lrch4"	"Lrch4"	chr5	+	137639947	137641099	137640764	137641099	137639577	137639655
222	"Bub1"	"Bub1"	chr2	-	127821674	127821859	127821674	127821856	127821941	127821994
223	"Jmjd4"	"Jmjd4"	chr11	+	59453791	59454059	59453877	59454059	59453510	59453645
224	"Jmjd4"	"Jmjd4"	chr11	+	59453791	59454059	59453827	59454059	59453510	59453645
225	"Jmjd4"	"Jmjd4"	chr11	+	59453827	59454059	59453877	59454059	59453510	59453645
226	"Cacna2d2"	"Cacna2d2"	chr9	+	107525609	107525660	107525612	107525660	107525343	107525432
227	"Cacna2d2"	"Cacna2d2"	chr9	+	107527147	107527236	107527153	107527236	107526936	107527046
228	"Ppp1r42"	"Ppp1r42"	chr1	-	9995145	9995277	9995145	9995262	9999400	9999539
229	"Rbl2"	"Rbl2"	chr8	+	91096763	91096867	91096793	91096867	91095548	91095658
230	"Kctd10"	"Kctd10"	chr5	-	114368940	114369030	114368940	114369027	114370058	114370228
231	"Dyrk1b"	"Dyrk1b"	chr7	+	28185713	28186029	28185833	28186029	28185295	28185436
232	"Map4"	"Map4"	chr9	+	110081734	110083954	110081840	110083954	110081420	110081610
233	"Prmt2"	"Prmt2"	chr10	-	76236711	76236824	76236711	76236821	76237749	76237865
234	"Itgal"	"Itgal"	chr7	+	127328652	127328754	127328655	127328754	127328498	127328555
235	"Txnip"	"Txnip"	chr3	+	96558888	96558964	96558891	96558964	96557956	96558485
236	"Sp4"	"Sp4"	chr12	-	118254409	118254609	118254409	118254603	118261726	118261955
237	"Gpm6b"	"Gpm6b"	chrX	+	166385390	166389033	166386951	166389033	166383934	166384000
238	"Shroom2"	"Shroom2"	chrX	-	152618900	152619639	152618900	152619446	152623125	152623335
239	"Shroom2"	"Shroom2"	chrX	-	152623125	152623335	152623125	152623317	152657423	152657524
240	"Gm16973"	"Gm16973"	chr14	-	56699148	56699374	56699148	56699306	56700819	56701000
241	"Sapcd1"	"Sapcd1"	chr17	-	35027443	35027588	35027443	35027584	35027796	35028016
242	"Pdzd9"	"Pdzd9"	chr7	-	120662836	120663026	120662836	120662889	120668379	120668559
243	"Cd36"	"Cd36"	chr5	-	17828774	17828984	17828774	17828981	17829455	17829549
244	"Bclaf1"	"Bclaf1"	chr10	+	20322962	20323868	20322968	20323868	20322002	20322116
245	"Hdac7"	"Hdac7"	chr15	-	97807593	97807788	97807593	97807767	97807964	97808161
246	"Hdac7"	"Hdac7"	chr15	-	97809923	97810039	97809923	97809967	97810852	97810964
247	"Traf7"	"Traf7"	chr17	-	24516504	24516599	24516504	24516596	24518741	24518799
248	"Sct"	"Sct"	chr7	-	141278328	141278539	141278328	141278521	141278617	141278722
249	"Sct"	"Sct"	chr7	-	141278617	141278722	141278617	141278715	141278832	141278934
250	"Ins2"	"Ins2"	chr7	-	142679346	142679559	142679346	142679547	142679661	142679708
251	"Zkscan3"	"Zkscan3"	chr13	-	21396099	21396577	21396099	21396574	21402671	21402755
252	"Canx"	"Canx"	chr11	-	50311603	50311784	50311603	50311780	50325492	50325673
253	"Whrn"	"Whrn"	chr4	-	63416411	63416593	63416411	63416590	63418087	63418622
254	"Gab2"	"Gab2"	chr7	+	97303023	97303129	97303026	97303129	97302368	97302459
255	"Ly96"	"Ly96"	chr1	+	16700794	16700923	16700848	16700923	16691683	16691773
256	"Cops2"	"Cops2"	chr2	-	125842621	125842759	125842621	125842711	125844809	125844935
257	"Cops2"	"Cops2"	chr2	-	125842621	125842732	125842621	125842711	125844809	125844935
258	"Cops2"	"Cops2"	chr2	-	125842621	125842759	125842621	125842732	125844809	125844935
259	"Ager"	"Ager"	chr17	+	34598379	34598572	34598406	34598572	34598140	34598247
260	"Ager"	"Ager"	chr17	+	34598379	34598572	34598479	34598572	34597849	34598247
261	"Drap1"	"Drap1"	chr19	-	5423559	5423674	5423559	5423653	5423771	5423891
262	"Git2"	"Git2"	chr5	-	114752278	114752330	114752278	114752327	114753278	114753324
263	"Cnot6l"	"Cnot6l"	chr5	-	96131058	96131245	96131058	96131241	96134010	96134132
264	"Gabra6"	"Gabra6"	chr11	-	42317557	42317778	42317557	42317748	42319667	42319735
265	"1700029F12Rik"	"1700029F12Rik"	chr13	-	97021863	97022600	97021863	97022588	97030200	97030422
266	"Txk"	"Txk"	chr5	-	72736361	72736440	72736361	72736419	72752678	72752777
267	"Uhrf1"	"Uhrf1"	chr17	+	56313040	56313251	56313064	56313251	56312863	56312967
268	"Ccdc127"	"Ccdc127"	chr13	+	74352855	74352986	74352861	74352986	74350316	74350408
269	"Ndfip2"	"Ndfip2"	chr14	+	105307885	105309298	105308115	105309298	105304730	105304836
270	"Slit2"	"Slit2"	chr5	+	48249777	48249941	48249820	48249941	48247149	48247221
271	"Nrl"	"Nrl"	chr14	-	55524087	55524214	55524087	55524194	55524922	55524981
272	"Ctnnd1"	"Ctnnd1"	chr2	-	84600780	84602903	84600780	84602900	84603648	84603752
273	"Mmrn1"	"Mmrn1"	chr6	+	60987073	60987226	60987076	60987226	60975817	60977794
274	"Triqk"	"Triqk"	chr4	+	12962941	12963023	12962944	12963023	12917915	12918065
275	"Gpr19"	"Gpr19"	chr6	-	134869091	134870482	134869091	134870443	134877216	134877334
276	"Gpr19"	"Gpr19"	chr6	-	134869091	134870482	134869091	134870443	134887629	134887861
277	"Ncmap"	"Ncmap"	chr4	-	135376990	135377076	135376990	135377073	135380651	135380838
278	"Rlbp1"	"Rlbp1"	chr7	-	79383933	79384044	79383933	79383962	79384658	79384779
279	"Zfp568"	"Zfp568"	chr7	+	30013839	30013889	30013842	30013889	29998114	29998210
280	"Zfp568"	"Zfp568"	chr7	+	29987581	29987806	29987588	29987806	29985259	29985326
281	"1700034F02Rik"	"1700034F02Rik"	chr11	+	29556035	29556256	29556068	29556256	29553503	29553762
282	"Zbtb44"	"Zbtb44"	chr9	+	31064178	31064342	31064232	31064342	31062040	31062125
283	"Kmt2b"	"Kmt2b"	chr7	-	30575852	30576077	30575852	30576050	30576617	30576778
284	"Med16"	"Med16"	chr10	-	79907490	79907656	79907490	79907653	79908817	79908938
285	"Rprd1b"	"Rprd1b"	chr2	+	158047915	158048028	158047918	158048028	158043405	158043539
286	"Ano10"	"Ano10"	chr9	-	122261083	122261653	122261083	122261479	122263669	122263789
287	"Pxylp1"	"Pxylp1"	chr9	-	96860790	96861026	96860790	96861008	96889358	96889474
288	"Ppp1r8"	"Ppp1r8"	chr4	-	132826923	132828206	132826923	132828203	132829372	132829437
289	"Mon2"	"Mon2"	chr10	-	123031039	123031124	123031039	123031121	123032522	123032749
