ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
91	"ASIC1"	"ASIC1"	chr12	+	50080497	50080727	50080497	50080589	50081101	50081181
92	"PSMA8"	"PSMA8"	chr18	+	26144558	26144685	26144558	26144571	26151857	26151982
93	"CHD9"	"CHD9"	chr16	+	53307680	53307953	53307680	53307905	53308685	53308854
94	"ALS2CL"	"ALS2CL"	chr3	-	46681499	46681598	46681503	46681598	46681245	46681407
95	"SIRPB2"	"SIRPB2"	chr20	-	1479699	1480065	1479993	1480065	1478265	1478607
96	"NMRAL1"	"NMRAL1"	chr16	-	4474409	4474650	4474422	4474650	4474092	4474166
97	"NMRAL1"	"NMRAL1"	chr16	-	176732	176973	176745	176973	176415	176489
98	"GAA"	"GAA"	chr17	+	80101555	80101890	80101555	80101625	80104554	80105132
99	"TAGLN"	"TAGLN"	chr11	+	117199323	117199829	117199323	117199432	117203001	117203193
100	"NTMT1"	"NTMT1"	chr9	+	129634053	129634306	129634053	129634221	129635207	129636131
101	"NTMT1"	"NTMT1"	chr9	+	129632649	129632865	129632649	129632801	129634053	129634221
102	"NTMT1"	"NTMT1"	chr9	+	129626152	129626321	129626152	129626295	129634053	129634306
103	"NTMT1"	"NTMT1"	chr9	+	129626152	129626321	129626152	129626295	129632649	129632865
104	"CENPK"	"CENPK"	chr5	-	65561462	65561564	65561496	65561564	65554796	65554946
105	"ZNF24"	"ZNF24"	chr18	-	35344359	35344467	35344369	35344467	35340230	35340733
106	"ATP2A3"	"ATP2A3"	chr17	-	3928226	3928327	3928239	3928327	3927980	3928038
107	"ATP2A3"	"ATP2A3"	chr17	-	3928226	3928327	3928239	3928327	3923868	3925441
108	"SNRPD3"	"SNRPD3"	chr22	+	24555649	24556071	24555649	24556057	24557656	24557800
109	"ERBB2"	"ERBB2"	chr17	+	39706989	39707204	39706989	39707141	39708320	39708534
110	"MRPL52"	"MRPL52"	chr14	+	22829882	22829948	22829882	22829940	22830049	22830110
111	"SLAMF7"	"SLAMF7"	chr1	+	160739056	160739356	160739056	160739138	160749820	160750093
112	"SLAMF7"	"SLAMF7"	chr1	+	160749820	160750132	160749820	160750093	160750303	160750423
113	"NDRG2"	"NDRG2"	chr14	-	21018762	21018814	21018795	21018814	21018456	21018504
114	"NDRG2"	"NDRG2"	chr14	-	21024848	21025105	21025028	21025105	21024029	21024096
115	"NDRG2"	"NDRG2"	chr14	-	21023985	21024096	21024029	21024096	21023240	21023321
116	"HNRNPM"	"HNRNPM"	chr19	+	8465323	8465515	8465323	8465362	8466234	8466388
117	"TM4SF19"	"TM4SF19"	chr3	-	196324270	196324440	196324274	196324440	196323545	196323997
118	"CSAG3"	"CSAG3"	chrX	-	152708798	152709265	152708849	152709265	152708260	152708640
119	"CCBL1"	"CCBL1"	chr9	-	128881896	128882075	128881902	128882075	128845352	128845411
120	"AKR1E2"	"AKR1E2"	chr10	+	4847147	4847299	4847147	4847230	4847487	4848059
121	"AKR1E2"	"AKR1E2"	chr10	+	4826176	4826363	4826176	4826277	4830674	4830842
122	"FNDC3A"	"FNDC3A"	chr13	+	49191014	49191120	49191014	49191109	49191208	49191384
123	"SLC23A3"	"SLC23A3"	chr2	-	219169284	219169406	219169308	219169406	219169028	219169102
124	"HMBS"	"HMBS"	chr11	+	119084876	119085157	119084876	119085066	119088254	119088308
125	"FRMD5"	"FRMD5"	chr15	-	43885667	43885755	43885680	43885755	43884726	43884795
126	"FRMD5"	"FRMD5"	chr15	-	43888808	43888872	43888823	43888872	43888174	43888266
127	"SRP14-AS1"	"SRP14-AS1"	chr15	+	40039310	40039590	40039310	40039448	40045960	40046069
128	"CHRM2"	"CHRM2"	chr7	+	136869084	136869173	136869084	136869117	136869260	136869418
129	"EMC6"	"EMC6"	chr17	+	3668722	3669012	3668722	3668899	3669097	3669669
130	"TLX1NB"	"TLX1NB"	chr10	-	101130756	101131146	101130785	101131146	101126959	101127098
131	"C5orf38"	"C5orf38"	chr5	+	2753284	2753370	2753284	2753355	2755028	2755397
132	"AP1G2"	"AP1G2"	chr14	-	23567110	23567319	23567236	23567319	23566277	23566419
133	"AP1G2"	"AP1G2"	chr14	-	23565815	23566160	23566063	23566160	23565605	23565701
134	"POP1"	"POP1"	chr8	+	98117292	98117390	98117292	98117330	98123335	98123479
135	"QARS"	"QARS"	chr3	-	49104356	49104471	49104372	49104471	49103862	49103972
136	"QARS"	"QARS"	chr3	-	49104323	49104471	49104372	49104471	49103862	49103972
137	"QARS"	"QARS"	chr3	-	49104323	49104471	49104356	49104471	49103862	49103972
138	"NFATC1"	"NFATC1"	chr18	+	79486247	79486937	79486247	79486630	79527527	79529323
139	"CRB1"	"CRB1"	chr1	+	197442165	197442534	197442165	197442292	197477663	197478455
140	"LINC00339"	"LINC00339"	chr1	+	22025503	22025643	22025503	22025639	22030279	22031224
141	"LINC00339"	"LINC00339"	chr1	+	22025503	22025643	22025503	22025639	22027413	22027534
142	"C12orf79"	"C12orf79"	chr12	-	91987532	91987643	91987555	91987643	91984975	91986697
143	"TMEM218"	"TMEM218"	chr11	-	125102636	125102809	125102733	125102809	125102131	125102317
144	"TMEM218"	"TMEM218"	chr11	-	125111538	125111708	125111553	125111708	125102636	125102809
145	"TMEM218"	"TMEM218"	chr11	-	125102636	125102809	125102733	125102809	125102131	125102351
146	"ZCCHC17"	"ZCCHC17"	chr1	+	31296981	31297213	31296981	31297075	31319108	31319166
147	"ZCCHC17"	"ZCCHC17"	chr1	+	31296981	31297213	31296981	31297075	31310043	31310164
148	"ZCCHC17"	"ZCCHC17"	chr1	+	31346639	31346818	31346639	31346740	31348828	31348974
149	"MRPS2"	"MRPS2"	chr9	+	135500997	135501326	135500997	135501123	135501843	135501973
150	"UBAP2L"	"UBAP2L"	chr1	+	154234590	154234759	154234590	154234738	154235195	154235291
151	"UBAP2L"	"UBAP2L"	chr1	+	154234590	154234792	154234590	154234738	154235195	154235291
152	"UBAP2L"	"UBAP2L"	chr1	+	154234590	154234792	154234590	154234759	154235195	154235291
153	"PSEN1"	"PSEN1"	chr14	+	73147966	73148106	73147966	73148094	73170796	73171047
154	"TSPAN17"	"TSPAN17"	chr5	+	176656077	176656134	176656077	176656125	176656699	176656816
155	"TSPAN17"	"TSPAN17"	chr5	+	176656894	176656956	176656894	176656924	176657517	176659058
156	"RALGAPB"	"RALGAPB"	chr20	+	38472805	38473069	38472805	38472927	38488402	38488618
157	"TYSND1"	"TYSND1"	chr10	-	70142667	70142853	70142764	70142853	70137980	70140141
158	"TYSND1"	"TYSND1"	chr10	-	70145420	70146740	70146652	70146740	70137980	70140141
159	"TYSND1"	"TYSND1"	chr10	-	70146532	70146740	70146652	70146740	70137980	70140141
160	"TYSND1"	"TYSND1"	chr10	-	70145420	70146740	70146532	70146740	70137980	70140141
161	"TYSND1"	"TYSND1"	chr10	-	70146532	70146740	70146652	70146740	70143841	70143972
162	"TYSND1"	"TYSND1"	chr10	-	70145420	70146740	70146652	70146740	70143841	70143972
163	"TYSND1"	"TYSND1"	chr10	-	70145420	70146740	70146532	70146740	70143841	70143972
164	"LOC100294145"	"LOC100294145"	chr6	+	32894175	32895026	32894175	32894927	32900919	32903758
165	"LOC100294145"	"LOC100294145"	chr6	+	4198997	4199848	4198997	4199749	4205748	4208587
166	"LOC100294145"	"LOC100294145"	chr6	+	4088458	4089309	4088458	4089210	4095202	4098041
167	"LOC100294145"	"LOC100294145"	chr6	+	4313524	4314375	4313524	4314276	4320268	4323107
168	"LOC100294145"	"LOC100294145"	chr6	+	4293382	4294233	4293382	4294134	4300135	4302974
169	"LOC100294145"	"LOC100294145"	chr6	+	4137693	4138544	4137693	4138445	4144438	4147277
170	"LOC100294145"	"LOC100294145"	chr6	+	4306370	4307221	4306370	4307122	4313115	4315954
171	"LOC100294145"	"LOC100294145"	chr6	+	4193201	4194052	4193201	4193953	4199952	4202791
172	"ALKBH2"	"ALKBH2"	chr12	-	109093246	109093488	109093349	109093488	109092506	109092787
173	"ALKBH2"	"ALKBH2"	chr12	-	109093246	109093488	109093349	109093488	109092506	109092937
174	"FAM86EP"	"FAM86EP"	chr4	-	3947143	3948220	3948089	3948220	3941759	3943372
175	"TBC1D7"	"TBC1D7"	chr6	-	13328315	13328583	13328455	13328583	13326786	13326906
176	"TBC1D7"	"TBC1D7"	chr6	-	13328295	13328583	13328455	13328583	13326786	13326906
177	"TBC1D7"	"TBC1D7"	chr6	-	13328295	13328583	13328315	13328583	13326786	13326906
178	"ENY2"	"ENY2"	chr8	+	109334322	109334474	109334322	109334402	109336127	109336204
179	"PHYKPL"	"PHYKPL"	chr5	-	178231668	178232822	178232491	178232822	178231404	178231523
180	"PHOSPHO2"	"PHOSPHO2"	chr2	+	169694453	169694741	169694453	169694622	169695214	169695247
181	"PHOSPHO2"	"PHOSPHO2"	chr2	+	169694453	169694622	169694453	169694522	169695214	169695247
182	"PHOSPHO2"	"PHOSPHO2"	chr2	+	169694453	169694741	169694453	169694522	169695214	169695247
183	"MED20"	"MED20"	chr6	-	41909268	41909522	41909344	41909522	41905352	41907287
184	"CNIH2"	"CNIH2"	chr11	+	66282258	66282353	66282258	66282327	66282732	66282780
185	"CNIH2"	"CNIH2"	chr11	+	66278200	66278537	66278200	66278533	66282258	66282327
186	"CLDND1"	"CLDND1"	chr3	-	98522541	98523066	98522848	98523066	98521132	98521442
187	"PRNP"	"PRNP"	chr20	+	4686150	4686512	4686150	4686508	4699210	4701588
188	"PRNP"	"PRNP"	chr20	+	4686150	4686512	4686150	4686508	4699215	4701588
189	"ACAD9"	"ACAD9"	chr3	+	128879489	128880017	128879489	128879841	128884652	128884746
190	"FMO5"	"FMO5"	chr1	-	147225276	147225638	147225286	147225638	147224894	147225066
191	"RPE"	"RPE"	chr2	+	210003437	210003468	210003437	210003457	210015972	210016112
192	"ATAD2B"	"ATAD2B"	chr2	-	23786026	23786223	23786041	23786223	23782868	23783028
193	"DAP3"	"DAP3"	chr1	+	155689093	155689243	155689093	155689174	155709772	155709824
194	"ADGRE1"	"ADGRE1"	chr19	+	6928144	6928310	6928144	6928211	6934986	6935078
195	"CSNK1A1"	"CSNK1A1"	chr5	-	149505446	149505595	149505482	149505595	149495893	149496860
196	"RNF17"	"RNF17"	chr13	+	24850340	24850443	24850340	24850431	24851455	24851571
197	"COL8A2"	"COL8A2"	chr1	-	36100049	36100258	36100194	36100258	36095235	36099487
198	"LTBP3"	"LTBP3"	chr11	-	65557628	65558228	65557632	65558228	65554050	65554380
199	"DOK3"	"DOK3"	chr5	-	177509757	177509857	177509801	177509857	177509474	177509657
200	"DOK3"	"DOK3"	chr5	-	177510149	177510426	177510259	177510426	177509474	177509657
201	"PLCB2"	"PLCB2"	chr15	-	40296745	40296908	40296757	40296908	40296521	40296634
202	"CDC42EP3"	"CDC42EP3"	chr2	-	37671425	37672199	37672060	37672199	37641881	37646822
203	"CDC42EP3"	"CDC42EP3"	chr2	-	37671425	37672199	37672084	37672199	37641881	37646822
204	"CDC42EP3"	"CDC42EP3"	chr2	-	37672060	37672199	37672084	37672199	37641881	37646822
205	"STIM1"	"STIM1"	chr11	+	4086476	4086861	4086476	4086543	4091281	4093210
206	"CPVL"	"CPVL"	chr7	-	29146340	29146537	29146428	29146537	29120892	29121071
207	"BCL2L11"	"BCL2L11"	chr2	+	111123732	111124139	111123732	111123869	111150043	111150147
208	"BCL2L11"	"BCL2L11"	chr2	+	111123732	111124139	111123732	111123869	111164132	111168445
209	"MARCKSL1"	"MARCKSL1"	chr1	-	32335946	32336239	32336171	32336239	32333828	32335097
210	"TPD52L2"	"TPD52L2"	chr20	+	63869295	63869441	63869295	63869366	63873667	63873816
211	"CTNND1"	"CTNND1"	chr11	+	57761761	57762119	57761761	57762046	57794009	57794081
212	"CTNND1"	"CTNND1"	chr11	+	57761761	57762068	57761761	57762046	57794009	57794081
213	"CTNND1"	"CTNND1"	chr11	+	57761761	57762119	57761761	57762068	57794009	57794081
214	"CTNND1"	"CTNND1"	chr11	+	57761761	57762119	57761761	57762046	57789036	57789155
215	"SKA2"	"SKA2"	chr17	-	59154955	59155439	59155130	59155439	59109946	59112345
216	"SKA2"	"SKA2"	chr17	-	59154955	59155439	59155130	59155439	59131280	59131367
217	"THBS3"	"THBS3"	chr1	-	155206192	155206406	155206199	155206406	155205059	155205316
218	"SMTN"	"SMTN"	chr22	+	31100884	31101049	31100884	31100953	31104315	31104624
219	"QTRTD1"	"QTRTD1"	chr3	+	114065236	114065457	114065236	114065278	114066227	114066283
220	"HNRNPU"	"HNRNPU"	chr1	-	244863616	244864525	244863673	244864525	244862618	244862730
221	"TGIF1"	"TGIF1"	chr18	+	3451404	3452382	3451404	3451775	3456353	3456580
222	"THYN1"	"THYN1"	chr11	-	134253226	134253366	134253298	134253366	134252839	134252916
223	"BUD13"	"BUD13"	chr11	-	116762552	116763266	116762954	116763266	116760734	116760952
224	"SPATS2L"	"SPATS2L"	chr2	+	200305880	200306292	200305880	200306160	200329430	200329480
225	"SNUPN"	"SNUPN"	chr15	-	75625665	75626105	75625770	75626105	75620893	75621056
226	"TCEB1"	"TCEB1"	chr8	-	73972076	73972287	73972244	73972287	73959764	73959818
227	"TCEB1"	"TCEB1"	chr8	-	73972076	73972287	73972244	73972287	73964486	73964625
228	"TCEB1"	"TCEB1"	chr8	-	73972076	73972287	73972244	73972287	73955910	73956054
229	"PSMG3-AS1"	"PSMG3-AS1"	chr7	+	1570072	1570533	1570072	1570279	1574714	1574863
230	"CASP8"	"CASP8"	chr2	+	201233442	201233622	201233442	201233554	201234015	201234112
231	"CASP8"	"CASP8"	chr2	+	201276826	201277104	201276826	201276968	201284815	201285317
232	"PEA15"	"PEA15"	chr1	+	160211542	160211716	160211542	160211650	160213109	160213265
233	"DGKH"	"DGKH"	chr13	+	42198477	42198595	42198477	42198593	42199565	42199676
234	"NCOA3"	"NCOA3"	chr20	+	47649004	47649109	47649004	47649097	47650981	47651276
235	"TMEM254-AS1"	"TMEM254-AS1"	chr10	-	80060789	80060933	80060815	80060933	80056318	80056405
236	"TCL1A"	"TCL1A"	chr14	-	95711748	95711802	95711753	95711802	95709966	95710881
237	"CTSB"	"CTSB"	chr8	-	11861360	11861479	11861405	11861479	11853328	11853479
238	"DSP"	"DSP"	chr6	+	7579274	7581569	7579274	7579772	7582641	7586713
239	"ADORA3"	"ADORA3"	chr1	-	111503004	111504121	111503498	111504121	111499428	111500556
240	"ZNF454"	"ZNF454"	chr5	+	178941192	178941444	178941192	178941386	178942684	178942824
241	"FUZ"	"FUZ"	chr19	-	49812614	49812736	49812637	49812736	49811630	49811699
242	"CT45A5"	"CT45A5"	chrX	-	135802493	135802749	135802510	135802749	135798824	135798999
243	"CT45A5"	"CT45A5"	chrX	-	135785219	135785475	135785236	135785475	135781560	135781735
244	"CT45A5"	"CT45A5"	chrX	-	135837024	135837280	135837041	135837280	135833364	135833539
245	"PLD3"	"PLD3"	chr19	+	40348424	40348768	40348424	40348724	40366418	40366510
246	"ARMCX2"	"ARMCX2"	chrX	-	101659418	101659501	101659430	101659501	101659075	101659148
247	"ATP5J"	"ATP5J"	chr21	-	25734852	25735654	25734988	25735654	25729630	25729801
248	"ATP5J"	"ATP5J"	chr21	-	25734852	25735654	25735486	25735654	25729630	25729801
249	"ATP5J"	"ATP5J"	chr21	-	25734852	25735654	25734938	25735654	25729630	25729801
250	"ATP5J"	"ATP5J"	chr21	-	25734852	25735654	25735314	25735654	25729630	25729801
251	"ATP5J"	"ATP5J"	chr21	-	25734988	25735654	25735486	25735654	25729630	25729801
252	"ATP5J"	"ATP5J"	chr21	-	25734938	25735654	25734988	25735654	25729630	25729801
253	"ATP5J"	"ATP5J"	chr21	-	25734988	25735654	25735314	25735654	25729630	25729801
254	"ATP5J"	"ATP5J"	chr21	-	25734938	25735654	25735486	25735654	25729630	25729801
255	"ATP5J"	"ATP5J"	chr21	-	25735314	25735654	25735486	25735654	25729630	25729801
256	"ATP5J"	"ATP5J"	chr21	-	25734938	25735654	25735314	25735654	25729630	25729801
257	"PIR"	"PIR"	chrX	-	15493155	15493588	15493189	15493588	15491161	15491309
258	"CDC25B"	"CDC25B"	chr20	+	3795738	3796731	3795738	3795879	3797663	3797749
259	"CDC25B"	"CDC25B"	chr20	+	3795738	3796731	3795738	3795879	3797621	3797749
260	"KDM2A"	"KDM2A"	chr11	+	67250085	67250798	67250085	67250346	67252693	67252857
261	"STARD3"	"STARD3"	chr17	+	39657774	39657852	39657774	39657839	39657972	39658026
262	"OSBPL5"	"OSBPL5"	chr11	-	3165215	3165352	3165222	3165352	3129012	3129169
263	"SLC16A3"	"SLC16A3"	chr17	+	82228405	82228545	82228405	82228529	82235982	82236231
264	"PLA1A"	"PLA1A"	chr3	+	119608769	119608947	119608769	119608899	119609467	119609576
265	"PLA1A"	"PLA1A"	chr3	+	119625123	119625236	119625123	119625232	119628700	119628865
266	"TOM1"	"TOM1"	chr22	+	35346929	35346972	35346929	35346969	35347054	35347994
267	"CHRNA10"	"CHRNA10"	chr11	-	3669733	3669941	3669795	3669941	3669195	3669350
268	"METTL23"	"METTL23"	chr17	+	76726829	76727213	76726829	76726879	76729689	76729794
269	"METTL23"	"METTL23"	chr17	+	76726829	76727178	76726829	76726879	76729689	76729794
270	"METTL23"	"METTL23"	chr17	+	76726829	76727213	76726829	76727178	76729689	76729794
271	"METTL23"	"METTL23"	chr17	+	76729689	76729794	76729689	76729777	76732977	76733215
272	"METTL23"	"METTL23"	chr17	+	76726829	76727178	76726829	76726879	76732977	76733215
273	"METTL23"	"METTL23"	chr17	+	76726829	76727213	76726829	76727178	76732977	76733215
274	"METTL23"	"METTL23"	chr17	+	76726829	76727357	76726829	76727178	76732977	76733215
275	"METTL23"	"METTL23"	chr17	+	76726829	76727213	76726829	76726879	76732977	76733215
276	"METTL23"	"METTL23"	chr17	+	76726829	76727357	76726829	76726879	76732977	76733215
277	"METTL23"	"METTL23"	chr17	+	76726829	76727357	76726829	76727213	76732977	76733215
278	"P3H1"	"P3H1"	chr1	-	42747252	42747412	42747271	42747412	42746334	42746852
279	"TRPS1"	"TRPS1"	chr8	-	115623600	115623758	115623614	115623758	115619131	115620060
280	"BAG5"	"BAG5"	chr14	-	103561912	103562318	103562099	103562318	103556543	103561192
281	"RB1CC1"	"RB1CC1"	chr8	-	52628031	52628168	52628040	52628168	52624716	52624787
282	"EIF4B"	"EIF4B"	chr12	+	53034611	53034724	53034611	53034709	53037408	53037622
283	"SYT14"	"SYT14"	chr1	+	210100011	210100461	210100011	210100190	210155720	210155910
284	"ACTR6"	"ACTR6"	chr12	+	100200776	100201060	100200776	100200919	100204939	100205057
285	"ACTR6"	"ACTR6"	chr12	+	100205675	100205757	100205675	100205744	100207662	100207786
286	"YIPF5"	"YIPF5"	chr5	-	144170283	144170714	144170534	144170714	144169845	144169965
287	"ZFAND1"	"ZFAND1"	chr8	-	81721226	81721304	81721248	81721304	81718181	81718224
288	"MLH1"	"MLH1"	chr3	+	37000954	37001053	37000954	37001048	37004400	37004474
